G000019745	.04
G000019785	.02
G000019845	.04
G000019905	.03
G000019965	.12
G000020005	.05
G000020025	.12
G000020045	.04
G000020125	.06
G000020145	.10
G000020205	.02
G000020225	.08
G000020325	.08
G000020365	.10
G000020385	.03
G000020465	.04
G000020485	.10
G000020505	.03
G000020525	.02
G000020545	.03
G000020565	.12
G000020585	.04
G000020605	.11
G000020625	.03
G000020645	.03
G000020665	.02
G000020685	.08
G000020725	.05
G000020785	.14
G000020945	.20
G000020965	.06
G000020985	.07
G000021305	.13
G000021325	.02
G000021385	.08
G000021485	.02
G000021545	.08
G000021565	.10
G000021645	.06
G000021685	.09
G000021705	.02
G000021725	.08
G000021745	.02
G000021805	.10
G000021825	.12
G000021865	.02
G000021925	.09
G000021945	.08
G000021985	.01
G000022025	.05
G000022045	.11
G000022065	.04
G000022085	.04
G000022125	.08
G000022145	.08
G000022265	.03
G000022325	.05
G000022525	.20
G000022565	.04
G000022605	.20
G000022905	.04
G000023025	.02
G000023065	.01
G000023105	.05
G000023125	.04
G000023145	.04
G000023185	.09
G000023205	.05
G000023225	.07
G000023245	.05
G000023265	.12
G000023285	.02
G000023325	.09
G000023405	.05
G000023445	.06
G000023465	.02
G000023585	.08
G000023645	.04
G000023705	.02
G000023725	.04
G000023785	.02
G000023825	.03
G000023845	.05
G000023865	.04
G000023885	.07
G000023905	.05
G000023925	.03
G000024005	.02
G000024025	.08
G000024065	.03
G000024085	.01
G000024105	.08
G000024125	.02
G000024165	.06
G000024205	.06
G000024225	.05
G000024265	.07
G000024285	.04
G000024325	.06
G000024345	.08
G000024365	.06
G000024385	.07
G000024405	.04
G000024425	.08
G000024465	.02
G000024505	.07
G000024525	.02
G000024545	.06
G000024565	.05
G000024605	.06
G000024725	.03
G000024765	.02
G000024785	.05
G000024805	.11
G000024845	.02
G000024865	.09
G000024885	.08
G000024905	.09
G000024925	.06
G000024945	.05
G000024965	.04
G000024985	.09
G000025005	.07
G000025125	.13
G000025185	.15
G000025225	.05
G000025265	.12
G000025305	.05
G000025345	.05
G000025485	.03
G000025545	.04
G000025565	.01
G000025605	.14
G000025705	.02
G000025725	.04
G000025845	.26
G000025885	.08
G000025905	.10
G000025925	.04
G000025945	.10
G000025965	.02
G000025985	.04
G000026005	.12
G000026105	.04
G000026125	.03
G000026145	.04
G000026185	.02
G000026205	.30
G000026225	.01
G000026765	.32
G000026985	.05
G000027065	.02
G000027145	.10
G000027165	.03
G000027225	.03
G000027325	.29
G000043285	.20
G000046705	.02
G000055945	.06
G000058485	.07
G000060285	.10
G000060345	.02
G000062885	.07
G000063505	.10
G000063525	.10
G000063605	.28
G000067165	.16
G000067205	.02
G000069185	.04
G000069225	.05
G000069785	.01
G000069925	.30
G000069945	.06
G000085865	.29
G000090965	.26
G000091165	.04
G000091305	.07
G000091325	.03
G000091545	.10
G000092025	.03
G000092045	.03
G000092105	.13
G000092125	.08
G000092205	.07
G000092225	.03
G000092245	.08
G000092285	.07
G000092365	.07
G000092405	.06
G000092425	.08
G000092505	.06
G000092645	.05
G000092785	.07
G000092825	.04
G000092845	.06
G000092865	.03
G000092905	.03
G000092925	.03
G000092985	.06
G000093025	.02
G000093085	.03
G000143085	.01
G000143145	.03
G000143165	.14
G000143625	.02
G000143685	.04
G000143765	.02
G000143825	.05
G000143845	.05
G000143885	.03
G000143965	.07
G000143985	.12
G000144405	.03
G000144605	.02
G000144625	.09
G000144645	.05
G000144695	.08
G000145035	.12
G000145215	.04
G000145235	.08
G000145255	.01
G000145275	.09
G000145615	.03
G000146065	.09
G000146165	.01
G000146185	.14
G000146285	.09
G000146325	.04
G000146345	.06
G000146505	.12
G000146585	.03
G000146675	.04
G000146855	.09
G000147015	.63
G000147075	.11
G000147335	.13
G000147355	.06
G000147675	.07
G000147695	.07
G000147715	.08
G000147815	.05
G000148525	.03
G000148545	.04
G000148585	.03
G000148645	.03
G000148685	.03
G000148725	.05
G000148995	.08
G000152145	.09
G000152625	.03
G000152705	.05
G000152725	.02
G000152745	.02
G000152785	.02
G000152805	.03
G000152825	.02
G000152845	.03
G000152865	.03
G000152885	.07
G000152905	.04
G000152945	.03
G000152965	.02
G000152985	.02
G000153025	.07
G000153045	.15
G000153105	.14
G000153125	.03
G000153145	.06
G000153165	.03
G000153185	.06
G000153205	.04
G000153225	.05
G000153285	.10
G000153305	.03
G000153325	.08
G000153345	.05
G000153385	.02
G000153405	.01
G000153445	.01
G000153465	.04
G000153485	.02
G000153545	.04
G000153705	.02
G000153725	.06
G000153745	.03
G000153765	.04
G000153805	.10
G000153825	.09
G000153885	.11
G000153905	.11
G000153925	.08
G000154065	.08
G000154105	.03
G000154205	.03
G000154245	.09
G000154285	.09
G000154325	.06
G000154345	.06
G000154425	.09
G000154445	.06
G000154465	.06
G000154525	.03
G000154565	.05
G000154705	.03
G000154725	.03
G000154785	.02
G000154805	.09
G000154825	.04
G000154845	.03
G000154905	.13
G000154985	.03
G000155205	.09
G000155435	.09
G000155475	.09
G000155555	.19
G000155595	.13
G000155615	.02
G000155635	.10
G000155675	.02
G000155695	.12
G000155715	.04
G000155735	.02
G000155775	.10
G000155815	.03
G000155855	.17
G000155875	.17
G000155895	.13
G000155955	.07
G000155975	.02
G000156015	.13
G000156115	.02
G000156155	.04
G000156175	.06
G000156195	.05
G000156215	.10
G000156295	.03
G000156335	.03
G000156355	.06
G000156375	.06
G000156395	.03
G000156495	.14
G000156575	.08
G000156655	.13
G000156715	.03
G000157895	.04
G000157915	.06
G000157935	.03
G000157955	.08
G000157975	.11
G000157995	.15
G000158035	.10
G000158075	.18
G000158095	.04
G000158135	.02
G000158155	.02
G000158175	.02
G000158195	.08
G000158275	.08
G000158455	.10
G000158475	.02
G000158655	.06
G000158815	.13
G000158915	.19
G000158955	.10
G000159015	.04
G000159035	.11
G000159095	.07
G000159115	.04
G000159135	.05
G000159235	.05
G000159315	.05
G000159355	.04
G000159435	.05
G000159635	.04
G000159695	.05
G000159955	.06
G000159995	.03
G000160035	.09
G000160055	.06
G000160075	.02
G000160115	.05
G000160135	.10
G000160455	.08
G000160475	.10
G000160535	.06
G000160555	.05
G000160575	.06
G000160615	.08
G000160675	.04
G000160695	.05
G000160755	.03
G000160775	.03
G000160835	.04
G000160855	.04
G000160875	.04
G000161455	.10
G000161775	.06
G000161795	.10
G000161835	.02
G000161935	.04
G000161975	.11
G000162475	.11
G000162575	.10
G000162755	.08
G000162875	.05
G000163055	.03
G000163295	.07
G000163435	.07
G000163555	.12
G000163695	.07
G000163895	.07
G000163935	.09
G000163995	.11
G000164135	.06
G000164635	.06
G000164675	.03
G000164695	.03
G000164865	.03
G000165125	.06
G000165465	.08
G000165485	.10
G000165505	.07
G000165675	.14
G000165715	.13
G000165735	.04
G000165795	.09
G000165835	.04
G000166055	.02
G000166135	.07
G000166195	.02
G000166275	.04
G000166295	.04
G000166335	.05
G000166355	.04
G000166395	.05
G000166415	.10
G000166715	.05
G000166735	.26
G000166775	.05
G000167195	.11
G000167355	.06
G000168295	.04
G000168715	.10
G000168735	.79
G000168975	.03
G000168995	.03
G000169075	.03
G000169095	.16
G000169115	.01
G000169155	.12
G000169175	.06
G000169195	.04
G000169235	.09
G000169255	.08
G000169335	.14
G000169355	.02
G000169375	.05
G000169395	.02
G000169415	.03
G000169435	.04
G000169455	.02
G000169535	.28
G000169995	.18
G000170755	.13
G000170795	.04
G000170815	.03
G000170835	.02
G000170855	.11
G000170895	.11
G000170915	.04
G000170955	.15
G000171235	.16
G000171335	.20
G000171615	.16
G000171815	.25
G000171835	.02
G000171875	.03
G000172075	.04
G000172095	.02
G000172155	.08
G000172175	.03
G000172415	.13
G000172555	.13
G000172635	.02
G000172795	.03
G000172975	.07
G000173075	.15
G000173095	.09
G000173115	.30
G000173355	.15
G000173415	.04
G000173575	.02
G000173615	.28
G000173655	.03
G000173735	.02
G000173775	.01
G000173795	.08
G000173815	.13
G000173835	.09
G000173915	.03
G000173975	.11
G000174015	.05
G000174195	.13
G000174355	.04
G000174415	.09
G000174435	.07
G000174755	.02
G000174775	.06
G000174815	.07
G000174895	.04
G000175095	.02
G000175115	.04
G000175195	.01
G000175215	.02
G000175235	.04
G000175255	.02
G000175575	.04
G000175615	.03
G000175635	.05
G000175795	.05
G000175855	.14
G000175935	.01
G000176015	.03
G000176035	.03
G000176135	.01
G000176155	.02
G000176175	.04
G000176235	.03
G000176355	.03
G000176515	.01
G000176735	.07
G000176855	.02
G000176915	.09
G000177075	.04
G000177195	.05
G000177215	.09
G000177235	.07
G000177255	.02
G000177335	.10
G000177375	.10
G000177535	.04
G000177635	.06
G000177675	.10
G000178115	.05
G000178155	.07
G000178375	.32
G000178455	.05
G000178475	.04
G000178835	.05
G000178855	.21
G000178955	.05
G000178975	.07
G000178995	.03
G000179035	.54
G000179055	.09
G000179235	.11
G000179255	.13
G000179315	.16
G000179555	.09
G000179595	.08
G000179615	.07
G000179635	.06
G000179775	.02
G000179915	.05
G000180035	.04
G000181495	.25
G000181515	.03
G000181875	.16
G000182645	.06
G000182745	.02
G000182945	.15
G000183135	.04
G000183325	.07
G000183365	.21
G000183385	.28
G000183405	.03
G000183425	.03
G000183525	.07
G000183545	.06
G000183565	.06
G000183665	.05
G000183725	.08
G000183745	.09
G000183865	.41
G000184345	.11
G000184685	.05
G000184705	.05
G000184745	.02
G000184945	.04
G000185145	.03
G000185285	.05
G000185305	.01
G000185365	.04
G000185385	.08
G000185505	.05
G000185725	.04
G000185805	.11
G000185845	.03
G000185905	.05
G000185965	.02
G000185985	.21
G000186225	.03
G000186245	.07
G000186265	.02
G000186325	.05
G000186345	.14
G000186385	.08
G000186445	.03
G000186465	.04
G000186705	.03
G000186885	.09
G000187265	.03
G000187465	.03
G000187585	.03
G000187625	.12
G000187745	.03
G000187895	.04
G000187935	.03
G000187975	.03
G000187995	.04
G000188015	.03
G000188035	.03
G000188055	.03
G000188155	.04
G000188175	.04
G000188195	.02
G000188255	.01
G000188295	.05
G000189255	.01
G000189275	.02
G000189295	.09
G000189395	.03
G000189415	.02
G000189535	.04
G000189755	.03
G000189775	.03
G000190375	.02
G000190415	.05
G000190435	.10
G000190475	.07
G000190535	.05
G000190555	.08
G000190575	.04
G000190595	.03
G000190635	.03
G000190695	.03
G000190735	.03
G000190755	.03
G000191045	.07
G000191065	.03
G000191405	.01
G000191885	.03
G000192225	.02
G000192435	.04
G000192475	.02
G000192575	.04
G000192745	.02
G000192845	.02
G000192865	.01
G000193205	.09
G000193225	.11
G000193495	.02
G000193635	.06
G000193735	.03
G000193795	.02
G000194135	.06
G000194155	.08
G000194605	.02
G000194945	.04
G000194985	.06
G000195085	.14
G000195275	.13
G000195295	.07
G000195315	.05
G000195335	.09
G000195575	.04
G000195595	.06
G000195635	.03
G000195755	.07
G000195855	.06
G000195955	.04
G000195975	.10
G000196015	.02
G000196115	.16
G000196135	.10
G000196175	.05
G000196235	.05
G000196255	.05
G000196275	.07
G000196315	.02
G000196355	.02
G000196435	.02
G000196455	.08
G000196495	.03
G000196515	.13
G000196555	.06
G000196615	.01
G000196675	.07
G000196735	.02
G000196795	.02
G000196815	.06
G000196875	.01
G000197735	.03
G000198515	.02
G000198775	.06
G000199675	.08
G000200595	.11
G000200735	.44
G000202635	.05
G000202835	.02
G000203875	.02
G000203915	.01
G000203935	.02
G000203975	.02
G000204015	.02
G000204035	.12
G000204135	.16
G000204195	.02
G000204255	.16
G000204565	.04
G000204645	.03
G000205025	.03
G000205165	.03
G000205985	.23
G000208385	.10
G000208405	.05
G000209465	.09
G000209515	.07
G000209655	.02
G000209735	.26
G000209815	.17
G000210015	.11
G000210055	.33
G000210075	.03
G000210095	.05
G000210575	.10
G000210715	.23
G000210895	.01
G000210915	.08
G000211415	.15
G000211815	.10
G000211835	.02
G000211855	.02
G000212355	.02
G000212375	.06
G000212395	.11
G000212415	.13
G000212695	.03
G000212735	.03
G000212815	.04
G000212855	.04
G000212915	.05
G000213055	.06
G000213255	.05
G000213395	.43
G000213555	.02
G000213575	.02
G000213655	.02
G000213785	.13
G000213805	.02
G000213975	.05
G000214035	.02
G000214075	.14
G000214135	.02
G000214175	.03
G000214215	.01
G000214355	.09
G000214375	.11
G000214475	.16
G000214495	.07
G000214595	.01
G000214665	.04
G000214705	.08
G000214825	.01
G000215085	.04
G000215105	.06
G000215385	.03
G000215485	.19
G000215705	.02
G000215745	.03
G000215935	.04
G000215955	.05
G000215975	.07
G000217635	.28
G000217795	.07
G000217815	.07
G000217915	.04
G000217935	.01
G000217955	.03
G000218235	.04
G000218485	.07
G000218525	.34
G000218545	.04
G000218565	.02
G000218625	.04
G000218705	.24
G000218745	.15
G000218785	.01
G000218875	.02
G000218895	.03
G000219125	.08
G000219175	.23
G000219215	.02
G000219355	.09
G000219535	.05
G000219565	.01
G000219585	.02
G000219605	.01
G000219725	.11
G000219875	.04
G000219915	.17
G000220045	.03
G000220065	.06
G000220085	.03
G000220235	.03
G000220255	.03
G000220335	.04
G000220505	.01
G000220525	.03
G000220565	.04
G000220705	.06
G000220835	.05
G000220865	.05
G000220945	.05
G000220985	.07
G000221045	.03
G000222025	.02
G000222305	.16
G000222485	.04
G000222585	.06
G000222605	.03
G000222685	.03
G000222705	.04
G000222765	.06
G000222785	.03
G000222855	.24
G000223215	.07
G000223255	.19
G000223315	.17
G000223335	.07
G000223375	.02
G000223985	.03
G000224005	.03
G000224065	.04
G000224085	.02
G000224105	.22
G000224335	.04
G000224415	.07
G000224515	.11
G000224765	.38
G000224785	.02
G000225005	.02
G000225345	.09
G000225445	.17
G000225465	.18
G000225505	.06
G000225525	.07
G000225705	.04
G000225825	.05
G000226215	.04
G000226255	.09
G000226295	.08
G000226315	.03
G000226565	.01
G000226875	.03
G000226955	.02
G000227275	.07
G000227295	.03
G000227315	.11
G000227465	.02
G000227505	.01
G000227525	.02
G000227585	.11
G000227665	.01
G000227685	.02
G000227725	.05
G000227745	.04
G000227765	.01
G000228725	.05
G000230555	.02
G000230675	.10
G000230695	.01
G000230835	.09
G000230895	.04
G000230935	.05
G000230975	.03
G000230995	.05
G000231035	.20
G000231055	.07
G000231075	.06
G000231275	.04
G000231385	.10
G000231405	.05
G000231445	.02
G000233435	.23
G000233455	.10
G000233695	.08
G000233715	.04
G000233775	.07
G000233955	.06
G000234095	.04
G000234355	.02
G000235405	.11
G000235425	.09
G000235445	.08
G000235465	.13
G000235485	.04
G000235505	.10
G000235585	.06
G000235605	.10
G000235625	.01
G000235725	.01
G000235745	.02
G000235885	.04
G000236035	.04
G000236165	.04
G000236405	.20
G000236565	.05
G000236585	.09
G000236685	.09
G000236705	.02
G000236785	.02
G000236805	.08
G000236865	.07
G000236925	.02
G000237085	.05
G000237205	.12
G000237325	.08
G000237805	.08
G000237825	.12
G000237975	.06
G000237995	.04
G000238055	.11
G000238075	.10
G000238115	.08
G000238255	.01
G000238275	.01
G000238295	.01
G000238315	.01
G000238335	.01
G000238355	.01
G000238375	.01
G000238395	.02
G000238595	.02
G000238775	.13
G000238795	.01
G000238815	.02
G000238915	.06
G000238975	.09
G000238995	.47
G000239155	.09
G000239275	.21
G000239295	.04
G000239695	.04
G000239775	.06
G000239795	.08
G000239815	.05
G000239855	.02
G000240165	.09
G000240225	.06
G000241055	.06
G000241265	.04
G000241305	.04
G000241325	.04
G000241345	.05
G000241465	.06
G000241485	.08
G000241525	.02
G000241955	.02
G000242235	.07
G000242255	.02
G000242435	.05
G000242455	.20
G000242595	.09
G000242615	.07
G000242635	.02
G000242715	.07
G000242815	.05
G000242895	.03
G000242915	.08
G000242935	.13
G000243075	.02
G000243095	.13
G000243115	.04
G000243135	.07
G000243155	.09
G000243215	.05
G000243235	.03
G000243275	.02
G000243335	.08
G000243395	.04
G000243415	.04
G000243675	.07
G000243695	.07
G000243715	.07
G000243735	.07
G000243815	.12
G000244755	.07
G000244815	.19
G000244875	.05
G000244895	.09
G000244915	.04
G000244935	.05
G000244955	.05
G000244975	.06
G000244995	.02
G000245015	.04
G000245055	.08
G000245075	.02
G000245335	.08
G000245555	.16
G000245735	.01
G000245755	.08
G000245795	.06
G000245815	.04
G000246855	.03
G000246875	.02
G000246895	.07
G000246945	.02
G000247475	.03
G000247565	.20
G000247605	.08
G000247645	.08
G000247995	.05
G000248055	.07
G000248075	.12
G000250635	.02
G000250655	.12
G000250675	.16
G000250735	.09
G000250875	.11
G000251145	.11
G000252125	.02
G000252165	.01
G000252445	.08
G000252485	.12
G000252525	.17
G000252855	.03
G000252955	.04
G000252995	.01
G000253115	.02
G000253155	.03
G000253295	.05
G000254135	.08
G000255115	.09
G000255135	.06
G000255295	.13
G000255355	.06
G000255455	.06
G000255495	.04
G000255555	.13
G000255655	.13
G000255705	.15
G000256565	.09
G000257205	.01
G000257395	.39
G000257645	.04
G000257665	.06
G000257845	.03
G000257905	.03
G000257925	.02
G000258175	.04
G000258405	.02
G000258495	.11
G000258595	.06
G000258765	.09
G000259075	.03
G000259195	.02
G000259255	.11
G000259275	.10
G000259505	.03
G000260115	.02
G000260135	.06
G000260415	.06
G000260435	.03
G000260655	.03
G000260715	.06
G000260795	.13
G000260835	.02
G000260965	.01
G000260985	.01
G000261365	.01
G000261685	.09
G000262045	.02
G000262245	.01
G000262305	.02
G000262345	.07
G000262405	.07
G000262465	.12
G000262545	.02
G000262715	.22
G000262755	.04
G000263195	.05
G000263275	.40
G000263395	.03
G000263595	.07
G000263635	.06
G000263715	.03
G000263855	.02
G000264055	.03
G000264295	.01
G000264315	.02
G000264375	.01
G000264455	.04
G000264765	.02
G000264785	.02
G000264945	.02
G000265075	.25
G000265205	.03
G000265245	.06
G000265295	.08
G000265365	.05
G000265385	.02
G000265405	.02
G000265425	.04
G000265465	.02
G000265505	.03
G000266865	.28
G000266885	.10
G000266905	.05
G000266945	.07
G000269605	.06
G000269805	.04
G000269865	.06
G000269905	.09
G000269965	.05
G000269985	.08
G000270185	.04
G000270205	.09
G000270245	.04
G000270285	.08
G000270305	.08
G000271305	.03
G000271405	.02
G000271485	.08
G000271665	.08
G000271845	.06
G000272005	.01
G000272025	.02
G000272045	.05
G000272105	.03
G000272145	.02
G000272405	.06
G000272475	.02
G000273375	.04
G000273745	.09
G000275725	.02
G000275825	.02
G000276685	.02
G000276805	.01
G000276965	.18
G000277125	.04
G000277405	.11
G000277545	.02
G000277645	.08
G000277795	.56
G000278115	.02
G000278135	.02
G000278155	.02
G000278215	.02
G000278235	.02
G000278255	.02
G000278275	.02
G000278295	.02
G000278725	.05
G000279145	.03
G000279535	.03
G000280055	.01
G000280495	.05
G000280925	.13
G000281065	.05
G000281085	.03
G000281175	.08
G000281235	.57
G000281715	.03
G000281895	.02
G000281955	.02
G000281975	.05
G000282035	.03
G000282055	.03
G000282075	.09
G000282095	.05
G000282115	.02
G000282135	.02
G000282195	.01
G000282215	.02
G000282275	.03
G000282315	.01
G000282375	.01
G000282415	.01
G000282455	.02
G000282475	.02
G000282495	.02
G000282515	.01
G000282535	.01
G000282575	.02
G000282595	.03
G000282615	.06
G000282635	.02
G000282655	.02
G000282895	.05
G000282975	.02
G000282995	.08
G000283235	.04
G000283315	.07
G000283515	.03
G000283555	.09
G000283575	.06
G000283635	.03
G000283655	.08
G000284015	.04
G000284035	.03
G000284075	.06
G000284095	.07
G000284115	.14
G000284255	.02
G000284295	.07
G000284315	.08
G000284335	.13
G000284375	.06
G000284415	.06
G000284455	.09
G000284515	.05
G000284595	.02
G000284615	.01
G000285295	.02
G000285495	.04
G000285515	.10
G000285535	.07
G000285555	.04
G000285575	.09
G000285595	.04
G000285835	.05
G000285855	.11
G000286075	.04
G000286315	.03
G000286355	.33
G000286455	.05
G000286835	.01
G000286955	.02
G000287055	.03
G000287335	.09
G000287355	.16
G000287675	.08
G000287715	.03
G000290615	.04
G000291355	.11
G000291825	.42
G000292245	.08
G000292345	.05
G000292525	.03
G000292795	.02
G000292915	.03
G000293785	.02
G000293805	.07
G000293845	.02
G000293865	.03
G000293885	.01
G000294495	.03
G000294575	.16
G000294655	.03
G000294775	.05
G000295095	.06
G000295855	.05
G000295935	.02
G000295955	.02
G000296215	.05
G000296385	.08
G000296405	.07
G000296445	.05
G000296465	.03
G000296695	.03
G000296775	.09
G000296795	.08
G000296815	.03
G000296835	.05
G000296855	.04
G000297025	.04
G000297055	.03
G000297095	.11
G000297115	.04
G000297215	.02
G000297255	.13
G000297395	.06
G000297435	.11
G000297495	.08
G000297775	.01
G000298075	.03
G000298175	.04
G000298195	.05
G000298215	.07
G000298235	.04
G000298295	.03
G000298315	.06
G000299035	.10
G000299095	.16
G000299115	.14
G000299235	.10
G000299335	.02
G000299355	.09
G000299415	.09
G000299575	.03
G000299875	.02
G000299895	.01
G000299915	.01
G000299935	.03
G000300005	.01
G000300075	.52
G000300195	.21
G000300235	.02
G000300275	.02
G000300335	.03
G000300455	.01
G000300515	.03
G000300535	.02
G000300815	.01
G000300855	.02
G000300875	.03
G000300975	.03
G000300995	.02
G000301035	.05
G000301055	.05
G000301075	.05
G000302535	.02
G000302595	.03
G000302695	.01
G000304315	.02
G000304335	.07
G000304455	.16
G000305495	.09
G000305785	.02
G000305935	.05
G000306115	.07
G000306235	.06
G000306255	.07
G000306675	.07
G000306785	.06
G000306885	.18
G000306945	.02
G000306965	.02
G000307025	.09
G000307105	.08
G000307165	.02
G000307225	.18
G000307265	.05
G000307305	.01
G000307775	.02
G000307855	.05
G000307875	.06
G000307935	.14
G000307955	.09
G000308055	.04
G000308255	.08
G000308275	.05
G000308295	.03
G000308315	.32
G000308375	.12
G000308415	.07
G000308435	.06
G000308455	.09
G000308475	.15
G000308495	.10
G000308515	.08
G000308535	.11
G000308555	.10
G000308575	.08
G000308595	.05
G000308615	.10
G000308635	.07
G000308655	.08
G000308675	.05
G000308695	.10
G000308715	.11
G000308755	.07
G000308775	.07
G000308795	.06
G000308815	.06
G000308835	.10
G000308855	.04
G000308875	.11
G000309075	.18
G000309385	.15
G000309485	.29
G000309945	.13
G000310145	.04
G000310185	.03
G000310205	.03
G000310225	.06
G000310245	.06
G000311725	.05
G000311745	.11
G000311785	.05
G000311825	.08
G000311845	.07
G000311865	.06
G000311985	.05
G000312005	.10
G000312025	.16
G000312045	.03
G000312105	.04
G000312125	.10
G000312145	.04
G000312305	.12
G000312365	.08
G000312385	.04
G000312425	.03
G000312445	.02
G000312485	.01
G000312505	.06
G000312525	.03
G000312545	.05
G000312565	.03
G000312585	.07
G000312665	.03
G000313175	.08
G000313565	.06
G000313615	.08
G000313755	.03
G000313915	.03
G000313935	.02
G000314005	.11
G000314675	.04
G000314735	.03
G000314795	.03
G000314855	.05
G000314895	.10
G000314955	.01
G000314975	.03
G000314995	.04
G000315015	.01
G000315055	.02
G000315235	.04
G000315365	.05
G000315425	.03
G000315445	.07
G000315485	.03
G000315525	.02
G000315545	.04
G000315565	.13
G000315795	.02
G000316035	.06
G000316115	.15
G000316195	.07
G000316515	.11
G000316575	.13
G000316605	.10
G000316625	.13
G000316645	.12
G000316665	.13
G000316685	.10
G000316985	.08
G000317025	.10
G000317045	.12
G000317065	.10
G000317085	.10
G000317105	.14
G000317125	.15
G000317145	.12
G000317205	.14
G000317225	.13
G000317245	.12
G000317285	.16
G000317305	.04
G000317435	.12
G000317475	.17
G000317495	.15
G000317515	.17
G000317535	.17
G000317555	.13
G000317575	.13
G000317595	.07
G000317615	.10
G000317635	.10
G000317655	.11
G000317675	.11
G000317695	.14
G000317835	.08
G000317895	.05
G000318095	.04
G000318405	.02
G000319225	.04
G000319245	.03
G000319305	.16
G000319365	.56
G000319385	.13
G000319575	.02
G000320365	.01
G000320405	.10
G000321005	.08
G000321025	.06
G000321045	.02
G000321205	.05
G000321415	.02
G000325665	.10
G000325705	.02
G000325745	.05
G000327045	.01
G000327065	.01
G000327285	.09
G000327325	.04
G000327395	.20
G000328305	.04
G000328565	.06
G000328625	.08
G000328705	.06
G000328765	.10
